_id,album_genre,artist,lastfm_id,title,emotion,summary
ObjectId(5714dec325ac0d8aee3814a4),Hip Hop,A Tribe Called Quest,TRGYOPX128F428D3D2,Word Play,relaxing,we livin this cuz it's deep in our bonesa tribe called quest with this hip hop jonesa tribe called quest with the hip hop jonescuz all it really is is word play (word play)
ObjectId(5714dec325ac0d8aee3814b0),Hip Hop,A Tribe Called Quest,TRDKLFP128F9327C94,Busta's Lament,relaxing,(yo yo) do it (yo yo yo) do it(yo yo) do it (yo yo) do it(yo yo yo) do it (yo yo yo) do it* continues with variations *
ObjectId(5714dec325ac0d8aee3814b1),Hip Hop,A Tribe Called Quest,TRLYFLI128F428ACAD,Hot 4 U,happy,i put it down man whatcha gonna dowe put it down for the area crewcome here ma we make it hot for youi put it down phife what we gonna do
ObjectId(5714dec325ac0d8aee38196d),Folk,A.A. Bondy,TRQYBTW128F93382E1,A Slow Parade,sad,where the waves will surroundto the roll and the poundof the wild wild seaand sometimes head against the wall
ObjectId(5714dec325ac0d8aee381974),Folk,A.A. Bondy,TRHUZCK128F93382ED,The Mercy Wheel,relaxing,see it spinning in the twilighttell me how do you feellike a hard blow in a bar fightas you place your head in the mouth of a lion
ObjectId(5714dec325ac0d8aee381c7f),Pop,A1,TRFBQVL128F4273633,Everytime,romantic,i feel your lipsand every time i cryi see you smileand i have never felt this way
ObjectId(5714dec325ac0d8aee381c87),Pop,A1,TRESQWD128F933AD38,Take On Me,happy,i'll be coming for you love okay(take on me)i'll be gone in a day or twoi'll be coming for you anyway
ObjectId(5714dec325ac0d8aee381c88),Pop,A1,TRASBXC128F42777CA,Same Old Brand New You,happy,same old game (ben- you know it doesn't turn me on)you're still the same old brand new youwhen you're the same old brand new youwhen you're still the same old brand new you
ObjectId(5714dec325ac0d8aee381d44),R&amp;B,Aaliyah,TRSIGSA128F92D41FC,Street Thing,relaxing,you and me gotand i'm so happy that i found youit's gonna stay right hereand let 'em know how you really feel
ObjectId(5714dec325ac0d8aee381d46),R&amp;B,Aaliyah,TRQLEMT128F4283E58,Old School,romantic,r kelly play me something from the old schooli gotta let you know you got it goin' onever since that day i drew my head high it was onand now i'm mixing new music with the old school songs
ObjectId(5714dec325ac0d8aee381d47),R&amp;B,Aaliyah,TRIDXYX128F92D4203,I'm Down,romantic,i'm down with the way that you want me to beand i would do anything for you babyand i would do anything for youi'm so glad to know we got a sweet thing going on
ObjectId(5714dec325ac0d8aee381d4b),R&amp;B,Aaliyah,TRBHVEV128F425C018,One In A Million,romantic,your love is a one in a million it goes on and on and onyou give me a really good feelin' all day longthat your love is a one in a million it goes on and on and onyour love is a one (your love) in a million it goes on and on and on
ObjectId(5714dec325ac0d8aee381d5d),R&amp;B,Aaliyah,TRIDHVJ128F424EA2A,Rock The Boat,romantic,i want you tostroke it for me stroke it for me stroke it for me stroke it for methere is something i want you to dolike you never ever used it before
ObjectId(5714dec325ac0d8aee381d5e),R&amp;B,Aaliyah,TRZLNAQ128F92F28C9,More Than A Woman,romantic,i'll be more than a lovermore than a womanmore than enough for you(i'll be more) more than a lover
ObjectId(5714dec325ac0d8aee381ef8),Pop,Aaron Carter,TRSSHGF128F42BC645,Aaron's Party (Come Get It),happy,whatsay it againsay it again here we go uhi'm hustlin' around the house tryin' to clean up the mess
ObjectId(5714dec325ac0d8aee381ef9),Pop,Aaron Carter,TROQWQX128F42BC64B,I Want Candy,happy,hey it's aaron i can't come out tonighti want candybut i like candy when it's wrapped in a sweaterthen i'll have candy all the time
ObjectId(5714dec325ac0d8aee382290),Country,Aaron Tippin,TRGYJAV128F428509B,That's As Close As I'll Get To Loving You,romantic,that's as close as i'll get to loving youeven though there's nothing else i'd rather doi can dream i can hope i can scheme but still i knowthat's as close as i'll get to
ObjectId(5714dec325ac0d8aee3826c9),Pop,ABBA,TRSWFVY128F92F28A1,People Need Love,happy,people need trust from a fellow manpeople need love to make a good livingpeople need faith in a helping handif a mans in love and his woman wants the moon
ObjectId(5714dec325ac0d8aee3826cb),Pop,ABBA,TRDNLEK128E078F25A,"Nina, Pretty Ballerina",happy,nina pretty ballerina now she is the queen of the dancing floorthis is the part that she likes to playbut she knows the fun would go awayshe would like to play it every day
ObjectId(5714dec325ac0d8aee3826ce),Pop,ABBA,TRZSKZF128E078F2D1,He Is Your Brother,happy,we depend on one anotherlove him that's the only wayon the road that we're goingwe all need words of comfort and compassion
ObjectId(5714dec325ac0d8aee3826d5),Pop,ABBA,TRJWMLB128E0793F6C,Waterloo,happy,waterloo i was defeated you won the warwaterloo promise to love you for ever morewaterloo couldn't escape if i wanted towaterloo knowing my fate is to be with you
ObjectId(5714dec325ac0d8aee3826d7),Pop,ABBA,TRUTTYH128E078F269,King Kong Song,happy,listen to the music and it couldn't go wrongwe do the kong kong song gotta sing alongcan't you hear the beating of the monkey tom-tomlisten to the rhythm of the king kong song
ObjectId(5714dec325ac0d8aee3826dd),Pop,ABBA,TRODSUO128E078F271,What About Livingstone,happy,tell me wasn't it worth the whiledidn't that help the restand all of those fellas at the local news-standdidn't know what to answer or what to say
ObjectId(5714dec325ac0d8aee3826e5),Pop,ABBA,TRANYRD128E078F277,Mamma Mia,happy,mamma mia here i go againmy my how can i resist youmy my just how much i've missed youmamma mia now i really know
ObjectId(5714dec325ac0d8aee3826e9),Pop,ABBA,TRHDIOF128F92EFE80,Man In The Middle,happy,'cause he's the man in the middle knows the way to diddledeals with the devil 'cause he wants to beman in the middle the middle the middlein the middle
ObjectId(5714dec325ac0d8aee3826ea),Pop,ABBA,TRUVHJU128E078F27C,Bang-A-Boomerang,happy,like a bang a boom-a-boomerangoh bang a boom-a-boomerangso give it away i think you'll learnso bang a boom-a-boomerang is love
ObjectId(5714dec325ac0d8aee3826ec),Pop,ABBA,TRFYBHO12903C9D599,Rock Me,happy,rock me give me that kick nowrock me show me that trick nowbaby and i can't get enough of iti said don't stop the rocking)
ObjectId(5714dec325ac0d8aee3826ef),Pop,ABBA,TRAVZEK128E078F2DB,So Long,happy,but i can tell you all your tricks ain't gonna get you faryou can't buy me with your moneytracy daisy they may be crazybut i'll never be your girl
ObjectId(5714dec325ac0d8aee3826f2),Pop,ABBA,TREQBKD128F92EFE8F,When I Kissed The Teacher,happy,gonna tell him i dream of him every nightgonna show him i care gonna teach him a lesson alrighti just had to kiss the teachergonna show him i care
ObjectId(5714dec325ac0d8aee3826f3),Pop,ABBA,TRGTWMB128E078F2E5,Dancing Queen,happy,having the time of your lifedig in the dancing queenyou are the dancing queenyou can dance you can jive
ObjectId(5714dec325ac0d8aee3826ff),Pop,ABBA,TRNTQJR128F148BF57,Take A Chance On Me,happy,if you change your mindif you need me let me knowif you've got no place to goif you're all alone
ObjectId(5714dec325ac0d8aee382701),Pop,ABBA,TRIILOC128E0793F63,The Name Of The Game,sad,what i'm trying to conceal if i trust in youdoes it mean anything to you (got a feeling you give me no choice)does it mean anything to you (but i think i can see in your face)can you feel it the way i do (got a feeling you give me no choice)
ObjectId(5714dec325ac0d8aee382702),Pop,ABBA,TRZZQIP128F92EFEAD,Move On,happy,like a roller in the ocean (la la la la la la-la)like a wind that's always blowing (la la la la la la-la)like the sunrise in the morning (la la la la la la-la)being in it (la la la la)
ObjectId(5714dec325ac0d8aee382705),Pop,ABBA,TRAKVVE128F424DECA,Thank You For The Music,happy,so i say thank you for the music the songs i'm singingthanks for all the joy they're bringingwho can live without it i ask in all honestyi wanna sing it out to everybody
ObjectId(5714dec325ac0d8aee38272d),Pop,ABBA,TRAVCET128E0794BF8,Super Trouper,happy,tonight the super trouper lights are gonna find meshining like the sun (sup-p-per troup-p-per)feeling like a number onelike i always do (sup-p-per troup-p-per)
ObjectId(5714dec325ac0d8aee382733),Pop,ABBA,TRFZSFA128F148BF62,Our Last Summer,sad,paris restaurants our last summerliving for the day worries far awaywe could laugh and playwe were living for the day worries far away
ObjectId(5714dec325ac0d8aee382734),Pop,ABBA,TRBVCJD128F92EFEDE,The Piper,happy,we're all following a strange melodywe're all summoned by a tunewe're following the piperand we dance beneath the moon for him
ObjectId(5714dec325ac0d8aee382735),Pop,ABBA,TRPWMGN128E078F2B8,Lay All Your Love On Me,happy,and all i've learnedwhen i don't have you neardon't go sharing your devotioni've had a few little love affairs
ObjectId(5714dec325ac0d8aee382740),Pop,ABBA,TRFDNKA128F92EFEF9,Slipping Through My Fingers,sad,i try to capture every minutethe feeling in itdo i really see what's in her mindeach time i think i'm close to knowing
ObjectId(5714dec325ac0d8aee38277f),Pop,ABBA,TRWBDAW128F426BD99,I Am The City,happy,and the energyyes i am the city you let me bethe parks and the squares that you seeand the air that you're breathing is me
ObjectId(5714dec325ac0d8aee3833b8),Christian Rock,Above The Golden State,TRGTGSQ128F931F35A,I'll Love You So,relaxing,everything i give to youi'll love you soeverything i say or doooh i'll love you so
ObjectId(5714dec325ac0d8aee383fa1),Alternative Rock,Acceptance,TRAIKCU128F427E803,So Contagious,relaxing,to say you're the only onebreaking me down like thisyou're the only one i would take a shot oncome to think of it i'm aching
ObjectId(5714dec325ac0d8aee383fa2),Alternative Rock,Acceptance,TRHFZTC128F427C6ED,In Too Far,relaxing,i've been thinking take me now i'm in too farcan't stop feeling doesn't matter who you areyou could stay i'll be alrightyou're trying me so i'm moving on all of this to tell you
ObjectId(5714dec325ac0d8aee383fa7),Alternative Rock,Acceptance,TREGPUG128F427E7FF,Over You,happy,see it on my face i'm getting over you ohhi'm getting over you ohhthe place it takes me now(make this now or never)
ObjectId(5714dec325ac0d8aee383fa9),Alternative Rock,Acceptance,TREBTQL128F42ADD2D,In The Cold,sad,knowing that it's far from overtime shows us that all that ever matteredall that ever mattered leaves us in the coldthrow you to the floor
ObjectId(5714dec325ac0d8aee383fab),Alternative Rock,Acceptance,TRMAXTQ128F427C6F0,Glory/Us,relaxing,all tied in onehonesty waits here foreveri've been undoneglory and us come together
ObjectId(5714dec325ac0d8aee38544f),Rock,Adam Ant,TRNAZPS128F425A42C,Goody Two Shoes,happy,don't drink don't smoke what do you doyou don't drink don't smoke what do you domust be something insidemust be something inside he's hidin'
ObjectId(5714dec325ac0d8aee385464),Rock,Adam Ant,TRVIINM128F92DF7CD,Apollo 9,happy,well whoopsin-a whoopsin (dress it up)jan jan jammering (dress it up dress it up)yabba-yabba-ding-ding (dress it up)delta hey max nine
ObjectId(5714dec325ac0d8aee3854a7),Rock,Adam Ant,TRZQIFS128F14669CD,Wonderful,poignant,did i tell you you're wonderfuli miss you yes i dodid i tell you that i was wrongcos you're wonderful yeah
ObjectId(5714dec325ac0d8aee3855fa),Indie Rock,Adam Green,TRZMGQC128F42818BE,Emily,happy,i just don't care about the evening newsi never listen to the crackhouse bluesi wanna dance with emilyi wanna be with what the people see
ObjectId(5714dec325ac0d8aee385e8b),R&amp;B,Adina Howard,TRMQYVW128F9336E78,T-Shirt & Panties,romantic,love will over flow and you ain't got to worry bout my clothes cause i got my[chorus x2](waiting for you)(you can't deny it)
ObjectId(5714dec325ac0d8aee386b54),Death Metal,Aeon,TRFNREG128F934B9CF,There Will Be No Heaven For Me,angry,you are brave to confront me againthere will be noand your talk about paradise on earthdisturbing my peace with your shit
ObjectId(5714dec325ac0d8aee386c25),Alternative Rock,Aereogramme,TRNPGDT128F149B87F,Barriers,sad,i found love in the home of a sinnerlet me tell the truthi don't need conditions to let you inbut i found love in the loneliest places
ObjectId(5714dec325ac0d8aee386c27),Alternative Rock,Aereogramme,TRSYORQ128F149B881,A Life Worth Living,sad,this silence that i know so wellbut i came here so i could let you goand i could cut you out so i can livea life worth
ObjectId(5714dec325ac0d8aee386d12),Rock,Aerosmith,TRJDSUY128F426AE9C,Dream On,sad,sing for the yearsing for the laughter and sing for the tearsing it with meif it's just for today
ObjectId(5714dec325ac0d8aee386d13),Rock,Aerosmith,TRGNKFT128F4277127,One Way Street,happy,'cause lately it's been so hard now to make ends meetbecause lately it's been so hard now to make ends meetbecause lately it's been so hard now to make ends meet heyyeah oh lately it's been so hard now to make ends meet
ObjectId(5714dec325ac0d8aee386d18),Hard Rock,Aerosmith,TRGFTVB128F42AC70E,Same Old Song And Dance,happy,it's the same old storysame old song and dance my friendsame old story same old song and dancewith your old hurdy gurdy and no one to meet
ObjectId(5714dec325ac0d8aee386d23),Rock,Aerosmith,TRIBFJN128F4269C57,Walk This Way,happy,"seesaw swingin' with the boys in the schoola-sing ""hey diddle diddle"" with your kitty in the middleat the swing like you didn't careseesaw swing with the boys in the school"
ObjectId(5714dec325ac0d8aee386d24),Rock,Aerosmith,TRIHNQE128F42AC72C,Big Ten Inch Record,happy,she just love my big ten inchrecord of her favorite bluesshe just loves my big ten inchband that play the blues
ObjectId(5714dec325ac0d8aee386d29),Rock,Aerosmith,TRQGIOK128E078EE38,Back In The Saddle,happy,i'm backi'm back in the saddle againi'm calling all the shots tonight i'm like a loaded guni'm ridin' this snake is gonna rattle
ObjectId(5714dec325ac0d8aee386d2b),Rock,Aerosmith,TRYPEFD128F42690AD,Rats In The Cellar,happy,east side west side bluesthrow me in the slamcatch me if you cana catch me if you can
ObjectId(5714dec325ac0d8aee386d4e),Rock,Aerosmith,TRMMWJS12903CBB7F5,Remember (Walking In The Sand),sad,oh no oh no oh no no no no nothe night was so excitingand then she touched my cheeksoftly softly we met with a kiss
ObjectId(5714dec325ac0d8aee386d51),Rock,Aerosmith,TRBFNMG128F4278109,Reefer Head Woman,romantic,i got a reefer headed womanlord she fell right down from the skyuuum got a reefer headed womanlord i got to drink me two fifths of whiskey
ObjectId(5714dec325ac0d8aee386d69),Hard Rock,Aerosmith,TRGUQXU128F42691CB,Let The Music Do The Talking,happy,three for my honey and four to let you know that ilet the music do the talking ('cause i can't wait)i'm a real fat city i'm an aero delightlet the music do the talking (i gotta get it)
ObjectId(5714dec325ac0d8aee386d84),Rock,Aerosmith,TRBYRVK128E078EE34,Rag Doll,romantic,hot time get it while it's easyi don't mind come on up and see merag doll baby won't you do mebaby won't you do me
ObjectId(5714dec325ac0d8aee386d86),Rock,Aerosmith,TRIDZST128E079433E,Dude (Looks Like A Lady),happy,dude looks like a ladybaby maybe you're wrong but you know it's alright(baby let me follow you down) let me take a peek deardude dude dude dude looks like a lady
ObjectId(5714dec325ac0d8aee386d9c),Hard Rock,Aerosmith,TRITYXQ128E078EE2C,Love In An Elevator,romantic,love in an elevator hoohoney one more time now it ain't fairi'll chase ya all the way to the stairway honey (whoa)air in the air
ObjectId(5714dec325ac0d8aee386d9e),Hard Rock,Aerosmith,TRRDAAI128F42BB6F7,Janie's Got A Gun,romantic,janie's got a guneverybody is on the runbecause janie's got a gun (tell me it ain't right)because janie's on the run (tell me it ain't right)
ObjectId(5714dec325ac0d8aee386d9f),Hard Rock,Aerosmith,TRRDPKT128E078EDEE,The Other Side,funny,lovin' you's got to be (take me to the other side)my conscience got to be my guide (take me to the other side)oh honey take me take take take take take (take me to the other side)you know my conscience got to be my guide (take me to the other side)
ObjectId(5714dec325ac0d8aee386da3),Hard Rock,Aerosmith,TRAVUAJ128E078EDA2,What It Takes,sad,tell me what it takes to let you gotell me how it is that you can sleep in the nightin your life to the toss of the dicetell me who's to blame for thinking twice no no no
ObjectId(5714dec325ac0d8aee386ddd),Rock,Aerosmith,TRAQPKV128E078EE32,Livin' On The Edge,happy,livin' on the edge (you can't help yourself from fallin')livin' on the edge (you can't help yourself at all)livin' on the edge (you can't stop yourself from fallin')yeah tell me what you think about your situation
ObjectId(5714dec325ac0d8aee386de1),Rock,Aerosmith,TRAYKOC128F930D2B8,Cryin',romantic,i was cryin' when i met younow i'm tryin' to forget youdo what you do down on medo what you do to me yeah
ObjectId(5714dec325ac0d8aee386de3),Rock,Aerosmith,TRAZDPO128E078ECE6,Crazy,romantic,i go crazy crazyyou turn it onyeah you drive meyou're packin' up your stuff and talkin' like it's tough
ObjectId(5714dec325ac0d8aee386de5),Rock,Aerosmith,TRSDGWV128F9334664,Amazing,happy,it's amazingwhen the moment arrives that you know you'll be alrightand i'm sayin' a prayer for the desperate hearts tonightthe desperate hearts
ObjectId(5714dec325ac0d8aee386de8),Rock,Aerosmith,TROEUXJ128E078ED23,Walk On Water,happy,ain't in the dictionarywalk on the water with youyou got the booyahyeah but i want to
ObjectId(5714dec325ac0d8aee386e0a),Rock,Aerosmith,TRIUCYD128E0794362,Hole In My Soul,romantic,'cause there's a hole in my soulit's a place where a garden never growsyeah i should have known betterit's a place where a garden never grows yeah
ObjectId(5714dec325ac0d8aee386e12),Rock,Aerosmith,TRDJJBQ12903C9FFB1,Pink,happy,yeah pink when i turn out the lightand pink gets me high as a kiteand i think everything is going to be all rightyeah pink gets me high as a kite
ObjectId(5714dec325ac0d8aee386e14),Rock,Aerosmith,TRWTIJT12903C9FFB4,Fallen Angels,relaxing,sometimes i wonder if there's a better placei just don't knowthey just keep fallingthey just keep falling falling falling
ObjectId(5714dec325ac0d8aee386e30),Hard Rock,Aerosmith,TRCJFZB128F42634A6,Just Push Play,happy,out of the wayyou're gonna do it anywayyour're gonna do it anywayeverybody's comin' at you anyway
ObjectId(5714dec325ac0d8aee386e31),Hard Rock,Aerosmith,TRGVHKP128F427A4D9,Jaded,happy,yeah i've been thinkin' 'bout youyeah you're so jadedand i'm the one that jaded youand baby i'm afraid of you
ObjectId(5714dec325ac0d8aee386e32),Hard Rock,Aerosmith,TRESBJX128F4262534,Fly Away From Here,romantic,yeah i don't carewe'll just fly away from herewon't let time pass us bywe'll just fly
ObjectId(5714dec325ac0d8aee386e3a),Hard Rock,Aerosmith,TRIBKBI128F4264E94,Avant Garden,romantic,i see you and i lying in my avant gardeni dream of the day when our worlds collidewe wont be denied here inside our avant gardenyou'll know we're arrived here inside our avant garden
ObjectId(5714dec325ac0d8aee3872c3),Punk Rock,AFI,TRNCKBP128F930415D,Silver And Cold,sad,your sins into mei will tremble a prayerso i i will paint you in silveryour sins into
ObjectId(5714dec325ac0d8aee3872c5),Punk Rock,AFI,TRFFILL128F9304160,Girl's Not Grey,happy,i'll lay me down tonight(what follows) me as the whitest lace of light(what follows) has led me to this placewhat follows
ObjectId(5714dec325ac0d8aee3872c7),Punk Rock,AFI,TRLXCEF128F9304164,The Great Disappointment,sad,i can remember dreamt them so vividlyi never never wanted this always wanted to believei never never wanted this from the start i'd been deceivedi never never wanted this i always wanted to believe
ObjectId(5714dec325ac0d8aee3872c8),Punk Rock,AFI,TRZNUZO128F930416B,Paper Airplanes (Makeshift Wings),happy,as waves of plastic famego out of fashionyou'll never find a soul insidejust as long as no one ever knows
ObjectId(5714dec325ac0d8aee3872c9),Punk Rock,AFI,TRLPBWP128F930416D,This Celluloid Dream,happy,you land as lightly as the new snow cinematicyou light as gently you're so cinematicbathed in your radiance i meltbathed in your radiance
ObjectId(5714dec325ac0d8aee3872ce),Alternative Rock,AFI,TRMGVXA128F147A025,Prelude 12/21,sad,this is what i brought you this you can keepthis is what i brought you may forget methis is what i thought i thought you'd need methis is what i thought so think me naive
ObjectId(5714dec325ac0d8aee3872cf),Alternative Rock,AFI,TRPSOIT128F147A026,Kill Caustic,angry,all the same i remaindon't speaklove these screams like i domy name
ObjectId(5714dec325ac0d8aee3872d0),Alternative Rock,AFI,TRYLDDB128F1474B86,Miss Murder,happy,make beauty stay if itake my lifei would gladly bet my life upon itthat the ghost you love your ray of light will fizzle out
ObjectId(5714dec325ac0d8aee3872d1),Alternative Rock,AFI,TRAKQXJ128F147A028,Summer Shudder,sad,real life goes undefined why must you be so missableunder the summer raini burned awayunder the summer rain burn
ObjectId(5714dec325ac0d8aee3872d2),Alternative Rock,AFI,TROHUDY128F147A029,The Interview,sad,for a change i'll refrainfrom hiding all of me from youpray for rain lose your namehush now don't you cry
ObjectId(5714dec325ac0d8aee3872d3),Alternative Rock,AFI,TRZFPUI128F147A02A,Love Like Winter,sad,he wanted love i taste of bloodhe bit my lip and drank my warmth from years beforeshe wanted love i taste of bloodshe bit my lip and drank my warmth from years before
ObjectId(5714dec325ac0d8aee3872d5),Alternative Rock,AFI,TRZWHJI128F147A02C,The Missing Frame,sad,i'll let you tear it up if you don't wake me upbut if you tear it we can't repair iti'll let you break it up if you don't wake me upit's sunk into me cause i don't care
